Row_ID,Order_ID,Order_Date,Ship_Date,Shipping_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,DaysToShip
2399,CA-2014-169264,2014-08-15,2014-08-17,Second class,NP-18700,Nora Preis,Consumer,United states,San francisco,California,94109,West,OFF-AR-10000246,Office supplies,Office supplies,Newell 318,16.68,6,0.00,4.34,2
2400,CA-2014-147361,2014-09-10,2014-09-16,Standard class,SB-20290,Sean Braxton,Corporate,United states,Florence,South carolina,29501,South,OFF-ST-10001809,Office supplies,Office supplies,Fellowes Officeware Wire Shelving,628.81,7,0.00,12.58,6
2401,CA-2014-147361,2014-09-10,2014-09-16,Standard class,SB-20290,Sean Braxton,Corporate,United states,Florence,South carolina,29501,South,OFF-ST-10002214,Office supplies,Office supplies,X-Rack File for Hanging Folders,56.45,5,0.00,14.68,6
2402,CA-2014-145877,2014-04-02,2014-04-05,Second class,AS-10090,Adam Shillingsburg,Consumer,United states,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office supplies,Office supplies,Hanging Personal Folder File,94.20,6,0.00,23.55,3
2403,CA-2014-145877,2014-04-02,2014-04-05,Second class,AS-10090,Adam Shillingsburg,Consumer,United states,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office supplies,Office supplies,Staples,28.40,5,0.00,13.35,3
2404,US-2013-110170,2013-09-28,2013-10-04,Standard class,HM-14860,Harry Marie,Corporate,United states,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Furniture,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,0.32,-225.10,6
2405,CA-2014-108574,2014-10-08,2014-10-12,Standard class,MG-18145,Mike Gockenbach,Consumer,United states,Los angeles,California,90045,West,TEC-AC-10002049,Technology,Technology,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.00,200.86,4
2406,CA-2014-108574,2014-10-08,2014-10-12,Standard class,MG-18145,Mike Gockenbach,Consumer,United states,Los angeles,California,90045,West,TEC-PH-10003555,Technology,Technology,Motorola HK250 Universal Bluetooth Headset,128.74,7,0.20,-28.97,4
2407,CA-2014-108574,2014-10-08,2014-10-12,Standard class,MG-18145,Mike Gockenbach,Consumer,United states,Los angeles,California,90045,West,TEC-PH-10000702,Technology,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.20,26.97,4
2408,CA-2014-144589,2014-01-21,2014-01-26,Standard class,TM-21010,Tamara Manning,Consumer,United states,San francisco,California,94122,West,OFF-AR-10003631,Office supplies,Office supplies,Staples,24.20,5,0.00,7.99,5
2409,CA-2014-144589,2014-01-21,2014-01-26,Standard class,TM-21010,Tamara Manning,Consumer,United states,San francisco,California,94122,West,TEC-PH-10003072,Technology,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.98,3,0.20,130.49,5
2410,CA-2014-155985,2014-03-24,2014-03-26,First class,BE-11335,Bill Eplett,Home office,United states,San francisco,California,94122,West,FUR-FU-10000758,Furniture,Furniture,DAX Natural Wood-Tone Poster Frame,211.84,8,0.00,76.26,2
2411,CA-2011-162684,2011-08-01,2011-08-06,Standard class,AS-10630,Ann Steele,Home office,United states,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office supplies,Office supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.20,1.92,5
2412,CA-2012-142041,2012-06-07,2012-06-09,Second class,EM-13810,Eleni McCrary,Corporate,United states,Los angeles,California,90036,West,OFF-BI-10004187,Office supplies,Office supplies,Staples,7.52,5,0.20,2.63,2
2413,CA-2011-151295,2011-11-12,2011-11-16,Standard class,JA-15970,Joseph Airdo,Consumer,United states,Los angeles,California,90045,West,OFF-PA-10001947,Office supplies,Office supplies,Xerox 1974,11.96,2,0.00,5.86,4
2414,CA-2011-151295,2011-11-12,2011-11-16,Standard class,JA-15970,Joseph Airdo,Consumer,United states,Los angeles,California,90045,West,FUR-TA-10002356,Furniture,Furniture,Bevis Boat-Shaped Conference Table,629.06,3,0.20,31.45,4
2415,CA-2013-156300,2013-12-30,2014-01-03,Standard class,TB-21595,Troy Blackwell,Consumer,United states,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Furniture,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0.00,60.36,4
2416,CA-2012-146087,2012-07-06,2012-07-11,Standard class,PP-18955,Paul Prost,Home office,United states,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Furniture,Bush Mission Pointe Library,301.96,2,0.00,60.39,5
2417,CA-2014-168655,2014-10-13,2014-10-19,Standard class,ML-18040,Michelle Lonsdale,Corporate,United states,Albuquerque,New mexico,87105,West,TEC-AC-10002842,Technology,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,595.00,5,0.00,95.20,6
2418,CA-2014-168655,2014-10-13,2014-10-19,Standard class,ML-18040,Michelle Lonsdale,Corporate,United states,Albuquerque,New mexico,87105,West,OFF-BI-10002082,Office supplies,Office supplies,GBC Twin Loop Wire Binding Elements,79.87,3,0.20,29.95,6
2419,CA-2013-107202,2013-05-22,2013-05-29,Standard class,LC-16930,Linda Cazamias,Corporate,United states,Sparks,Nevada,89431,West,TEC-MA-10000112,Technology,Technology,Panasonic KX MB2061 Multifunction Printer,2396.40,10,0.20,179.73,7
2420,CA-2014-159597,2014-11-10,2014-11-15,Standard class,MC-17590,Matt Collister,Corporate,United states,Coachella,California,92236,West,OFF-ST-10002289,Office supplies,Office supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0.00,3.18,5
2421,CA-2014-159597,2014-11-10,2014-11-15,Standard class,MC-17590,Matt Collister,Corporate,United states,Coachella,California,92236,West,TEC-AC-10004171,Technology,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,0.00,44.00,5
2422,CA-2013-155551,2013-04-19,2013-04-24,Standard class,CR-12580,Clay Rozendal,Home office,United states,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office supplies,Office supplies,Safco Industrial Wire Shelving,230.38,3,0.20,-48.95,5
2423,CA-2013-155551,2013-04-19,2013-04-24,Standard class,CR-12580,Clay Rozendal,Home office,United states,Elmhurst,Illinois,60126,Central,OFF-PA-10001560,Office supplies,Office supplies,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2,0.20,3.26,5
2424,US-2014-147669,2014-12-26,2014-12-31,Standard class,SV-20935,Susan Vittorini,Consumer,United states,Fairfield,Ohio,45014,East,TEC-AC-10002473,Technology,Technology,Maxell 4.7GB DVD-R,158.93,7,0.20,41.72,5
2425,US-2014-147669,2014-12-26,2014-12-31,Standard class,SV-20935,Susan Vittorini,Consumer,United states,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office supplies,Office supplies,Satellite Sectional Post Binders,13.02,1,0.70,-10.42,5
2426,US-2014-147669,2014-12-26,2014-12-31,Standard class,SV-20935,Susan Vittorini,Consumer,United states,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Furniture,Hon Rectangular Conference Tables,273.06,2,0.40,-104.67,5
2427,US-2014-147669,2014-12-26,2014-12-31,Standard class,SV-20935,Susan Vittorini,Consumer,United states,Fairfield,Ohio,45014,East,OFF-FA-10002975,Office supplies,Office supplies,Staples,39.31,13,0.20,12.78,5
2428,CA-2013-169922,2013-06-12,2013-06-18,Standard class,MZ-17515,Mary Zewe,Corporate,United states,Arlington,Texas,76017,Central,OFF-BI-10003784,Office supplies,Office supplies,Computer Printout Index Tabs,1.34,4,0.80,-2.15,6
2429,CA-2013-169922,2013-06-12,2013-06-18,Standard class,MZ-17515,Mary Zewe,Corporate,United states,Arlington,Texas,76017,Central,OFF-BI-10001617,Office supplies,Office supplies,GBC Wire Binding Combs,8.27,4,0.80,-13.65,6
2430,CA-2013-169922,2013-06-12,2013-06-18,Standard class,MZ-17515,Mary Zewe,Corporate,United states,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",12.54,7,0.60,-9.09,6
2431,CA-2014-100748,2014-05-14,2014-05-21,Standard class,RB-19795,Ross Baird,Home office,United states,San francisco,California,94110,West,OFF-LA-10000240,Office supplies,Office supplies,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,0.00,27.49,7
2432,CA-2014-129805,2014-12-29,2015-01-03,Standard class,HM-14860,Harry Marie,Corporate,United states,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furniture,3M Hangers With Command Adhesive,7.40,2,0.00,3.03,5
2433,CA-2011-148586,2011-03-25,2011-04-01,Standard class,AZ-10750,Annie Zypern,Consumer,United states,New york city,New york,10009,East,FUR-CH-10002439,Furniture,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.79,7,0.10,65.21,7
2434,US-2014-112613,2014-05-29,2014-06-02,Standard class,JH-15910,Jonathan Howell,Consumer,United states,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Technology,Spigen Samsung Galaxy S5 Case Wallet,54.37,4,0.20,4.08,4
2435,CA-2012-154746,2012-11-14,2012-11-17,First class,PJ-18835,Patrick Jones,Corporate,United states,Springfield,Virginia,22153,South,OFF-EN-10001532,Office supplies,Office supplies,Brown Kraft Recycled Envelopes,33.96,2,0.00,16.98,3
2436,CA-2012-154746,2012-11-14,2012-11-17,First class,PJ-18835,Patrick Jones,Corporate,United states,Springfield,Virginia,22153,South,OFF-AP-10003057,Office supplies,Office supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0.00,322.18,3
2437,CA-2014-140053,2014-07-04,2014-07-11,Standard class,CA-12265,Christina Anderson,Consumer,United states,Farmington,New mexico,87401,West,FUR-FU-10003708,Furniture,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.00,114.63,7
2438,CA-2011-164210,2011-11-18,2011-11-20,Second class,PW-19240,Pierre Wener,Consumer,United states,Louisville,Colorado,80027,West,FUR-TA-10000849,Furniture,Furniture,Bevis Rectangular Conference Tables,145.98,2,0.50,-99.27,2
2439,CA-2011-164210,2011-11-18,2011-11-20,Second class,PW-19240,Pierre Wener,Consumer,United states,Louisville,Colorado,80027,West,OFF-PA-10002259,Office supplies,Office supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.81,4,0.20,12.53,2
2440,CA-2014-139948,2014-07-18,2014-07-23,Standard class,SW-20455,Shaun Weien,Consumer,United states,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.90,2,0.20,2.17,5
2441,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,TEC-PH-10004614,Technology,Technology,AT&T 841000 Phone,345.00,5,0.00,86.25,5
2442,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,FUR-TA-10003748,Furniture,Furniture,Bevis 36 x 72 Conference Tables,174.29,2,0.30,-19.92,5
2443,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,OFF-AP-10003217,Office supplies,Office supplies,Eureka Sanitaire  Commercial Upright,662.84,4,0.00,172.34,5
2444,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,TEC-AC-10002399,Technology,Technology,SanDisk Cruzer 32 GB USB Flash Drive,95.10,5,0.00,30.43,5
2445,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,OFF-EN-10002973,Office supplies,Office supplies,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,0.00,12.90,5
2446,CA-2013-146934,2013-05-23,2013-05-28,Standard class,AF-10870,Art Ferguson,Consumer,United states,Passaic,New jersey,7055,East,TEC-PH-10001336,Technology,Technology,Digium D40 VoIP phone,257.98,2,0.00,74.81,5
2447,CA-2012-100573,2012-09-25,2012-10-01,Standard class,AM-10705,Anne McFarland,Consumer,United states,Los angeles,California,90004,West,OFF-EN-10000461,Office supplies,Office supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.00,8.22,6
2448,CA-2013-119165,2013-11-01,2013-11-07,Standard class,BD-11320,Bill Donatelli,Consumer,United states,Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Furniture,Hon Olson Stacker Stools,492.84,5,0.30,-14.08,6
2449,CA-2012-128027,2012-09-14,2012-09-17,Second class,CM-12385,Christopher Martinez,Consumer,United states,North charleston,South carolina,29406,South,OFF-ST-10001809,Office supplies,Office supplies,Fellowes Officeware Wire Shelving,269.49,3,0.00,5.39,3
2450,CA-2013-140207,2013-11-06,2013-11-11,Standard class,CS-12400,Christopher Schild,Home office,United states,San jose,California,95123,West,OFF-BI-10003963,Office supplies,Office supplies,Cardinal Holdit Data Disk Pockets,29.12,5,0.20,9.83,5
2451,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-LA-10000081,Office supplies,Office supplies,Avery 496,18.75,5,0.00,9.00,5
2452,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,TEC-PH-10000149,Technology,Technology,Cisco SPA525G2 IP Phone - Wireless,119.70,6,0.00,31.12,5
2453,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-BI-10000605,Office supplies,Office supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.14,3,0.20,3.09,5
2454,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,TEC-AC-10002399,Technology,Technology,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3,0.00,18.26,5
2455,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,TEC-AC-10003038,Technology,Technology,Kingston Digital DataTraveler 16GB USB 2.0,71.60,8,0.00,13.60,5
2456,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-ST-10000344,Office supplies,Office supplies,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,0.00,27.93,5
2457,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-LA-10004093,Office supplies,Office supplies,Avery 486,7.31,1,0.00,3.44,5
2458,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-AR-10001683,Office supplies,Office supplies,Lumber Crayons,59.10,6,0.00,22.46,5
2459,CA-2014-140949,2014-03-18,2014-03-23,Second class,DB-13405,Denny Blanton,Consumer,United states,New york city,New york,10011,East,OFF-ST-10003455,Office supplies,Office supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.00,12.10,5
2460,CA-2014-138548,2014-08-16,2014-08-22,Standard class,JG-15160,James Galang,Consumer,United states,Plainfield,New jersey,7060,East,OFF-AP-10002578,Office supplies,Office supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.00,25.44,6
2461,CA-2012-142419,2012-07-11,2012-07-13,Second class,SC-20380,Shahid Collister,Consumer,United states,Seattle,Washington,98115,West,OFF-PA-10001763,Office supplies,Office supplies,Xerox 1896,29.97,3,0.00,13.49,2
2462,CA-2012-142419,2012-07-11,2012-07-13,Second class,SC-20380,Shahid Collister,Consumer,United states,Seattle,Washington,98115,West,OFF-BI-10001597,Office supplies,Office supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.35,3,0.20,34.42,2
2463,CA-2014-148691,2014-12-04,2014-12-10,Standard class,CS-12460,Chuck Sachs,Consumer,United states,New york city,New york,10009,East,OFF-BI-10001524,Office supplies,Office supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.20,29.37,6
2464,CA-2014-148691,2014-12-04,2014-12-10,Standard class,CS-12460,Chuck Sachs,Consumer,United states,New york city,New york,10009,East,OFF-BI-10001553,Office supplies,Office supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,14.62,2,0.20,5.12,6
2465,CA-2014-148691,2014-12-04,2014-12-10,Standard class,CS-12460,Chuck Sachs,Consumer,United states,New york city,New york,10009,East,TEC-PH-10000576,Technology,Technology,AT&T 1080 Corded phone,136.99,1,0.00,36.99,6
2466,CA-2014-148691,2014-12-04,2014-12-10,Standard class,CS-12460,Chuck Sachs,Consumer,United states,New york city,New york,10009,East,OFF-LA-10001317,Office supplies,Office supplies,Avery 520,3.15,1,0.00,1.51,6
2467,CA-2014-128755,2014-05-05,2014-05-09,Standard class,MK-18160,Mike Kennedy,Consumer,United states,Newport news,Virginia,23602,South,OFF-PA-10000726,Office supplies,Office supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.00,4.10,4
2468,CA-2014-128755,2014-05-05,2014-05-09,Standard class,MK-18160,Mike Kennedy,Consumer,United states,Newport news,Virginia,23602,South,OFF-ST-10003306,Office supplies,Office supplies,Letter Size Cart,571.44,4,0.00,165.72,4
2469,CA-2014-128755,2014-05-05,2014-05-09,Standard class,MK-18160,Mike Kennedy,Consumer,United states,Newport news,Virginia,23602,South,OFF-PA-10004983,Office supplies,Office supplies,Xerox 23,32.40,5,0.00,15.55,4
2470,CA-2014-128755,2014-05-05,2014-05-09,Standard class,MK-18160,Mike Kennedy,Consumer,United states,Newport news,Virginia,23602,South,OFF-ST-10001291,Office supplies,Office supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.00,4.57,4
2471,US-2013-135923,2013-01-22,2013-01-28,Standard class,CM-11935,Carlos Meador,Consumer,United states,Fayetteville,North carolina,28314,South,FUR-FU-10002107,Furniture,Furniture,Eldon Pizzaz Desk Accessories,14.27,8,0.20,4.28,6
2472,US-2013-135923,2013-01-22,2013-01-28,Standard class,CM-11935,Carlos Meador,Consumer,United states,Fayetteville,North carolina,28314,South,FUR-BO-10002213,Furniture,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",451.14,4,0.20,-67.67,6
2473,US-2013-135923,2013-01-22,2013-01-28,Standard class,CM-11935,Carlos Meador,Consumer,United states,Fayetteville,North carolina,28314,South,OFF-AP-10000692,Office supplies,Office supplies,Fellowes Mighty 8 Compact Surge Protector,64.86,4,0.20,6.49,6
2474,CA-2013-114972,2013-11-04,2013-11-07,First class,PF-19225,Phillip Flathmann,Consumer,United states,Los angeles,California,90032,West,FUR-CH-10001190,Furniture,Furniture,Global Deluxe High-Back Office Chair in Storm,217.58,2,0.20,-29.92,3
2475,CA-2013-114972,2013-11-04,2013-11-07,First class,PF-19225,Phillip Flathmann,Consumer,United states,Los angeles,California,90032,West,TEC-AC-10000682,Technology,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0.00,29.03,3
2476,CA-2013-114972,2013-11-04,2013-11-07,First class,PF-19225,Phillip Flathmann,Consumer,United states,Los angeles,California,90032,West,OFF-LA-10004545,Office supplies,Office supplies,Avery 50,87.71,7,0.00,41.22,3
2477,CA-2013-114972,2013-11-04,2013-11-07,First class,PF-19225,Phillip Flathmann,Consumer,United states,Los angeles,California,90032,West,OFF-AP-10003057,Office supplies,Office supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.00,429.58,3
2478,CA-2014-102750,2014-09-05,2014-09-09,Second class,GM-14695,Greg Maxwell,Corporate,United states,Los angeles,California,90036,West,FUR-TA-10000198,Furniture,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.35,3,0.20,-99.18,4
2479,CA-2011-145212,2011-09-13,2011-09-19,Standard class,DC-12850,Dan Campbell,Consumer,United states,New york city,New york,10011,East,OFF-AR-10002833,Office supplies,Office supplies,Newell 322,5.46,3,0.00,1.47,6
2480,CA-2014-141992,2014-06-20,2014-06-26,Standard class,FO-14305,Frank Olsen,Consumer,United states,Dallas,Texas,75220,Central,OFF-SU-10002557,Office supplies,Office supplies,Fiskars Spring-Action Scissors,11.18,1,0.20,0.84,6
2481,CA-2014-141992,2014-06-20,2014-06-26,Standard class,FO-14305,Frank Olsen,Consumer,United states,Dallas,Texas,75220,Central,OFF-ST-10003656,Office supplies,Office supplies,Safco Industrial Wire Shelving,153.58,2,0.20,-32.64,6
2482,CA-2014-147956,2014-12-25,2015-01-01,Standard class,AH-10210,Alan Hwang,Consumer,United states,Seattle,Washington,98105,West,OFF-ST-10001097,Office supplies,Office supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0.00,0.00,7
2483,CA-2014-126067,2014-08-29,2014-09-04,Standard class,KN-16705,Kristina Nunn,Home office,United states,Seattle,Washington,98105,West,TEC-PH-10000912,Technology,Technology,Anker 24W Portable Micro USB Car Charger,35.17,4,0.20,11.43,6
2484,CA-2014-126067,2014-08-29,2014-09-04,Standard class,KN-16705,Kristina Nunn,Home office,United states,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,0.00,250.31,6
2485,CA-2014-126067,2014-08-29,2014-09-04,Standard class,KN-16705,Kristina Nunn,Home office,United states,Seattle,Washington,98105,West,OFF-BI-10001658,Office supplies,Office supplies,GBC Standard Therm-A-Bind Covers,99.68,5,0.20,32.40,6
2486,CA-2014-126067,2014-08-29,2014-09-04,Standard class,KN-16705,Kristina Nunn,Home office,United states,Seattle,Washington,98105,West,OFF-AR-10003856,Office supplies,Office supplies,Newell 344,5.56,2,0.00,1.45,6
2487,CA-2012-104514,2012-01-02,2012-01-04,Second class,CB-12535,Claudia Bergmann,Corporate,United states,Newark,Delaware,19711,East,OFF-ST-10001837,Office supplies,Office supplies,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.00,22.24,2
2488,CA-2012-104514,2012-01-02,2012-01-04,Second class,CB-12535,Claudia Bergmann,Corporate,United states,Newark,Delaware,19711,East,OFF-AR-10001473,Office supplies,Office supplies,Newell 313,9.84,3,0.00,2.66,2
2489,CA-2012-104514,2012-01-02,2012-01-04,Second class,CB-12535,Claudia Bergmann,Corporate,United states,Newark,Delaware,19711,East,OFF-PA-10004285,Office supplies,Office supplies,Xerox 1959,20.04,3,0.00,9.62,2
2490,CA-2012-141040,2012-10-09,2012-10-13,Second class,TB-21250,Tim Brockman,Consumer,United states,New york city,New york,10024,East,TEC-PH-10001835,Technology,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0.00,303.34,4
2491,CA-2012-141040,2012-10-09,2012-10-13,Second class,TB-21250,Tim Brockman,Consumer,United states,New york city,New york,10024,East,OFF-PA-10002245,Office supplies,Office supplies,Xerox 1895,23.92,4,0.00,10.76,4
2492,CA-2011-113579,2011-12-13,2011-12-15,Second class,KD-16345,Katherine Ducich,Consumer,United states,Los angeles,California,90049,West,OFF-PA-10001457,Office supplies,Office supplies,White GlueTop Scratch Pads,90.24,6,0.00,41.51,2
2493,CA-2011-144624,2011-11-19,2011-11-23,Standard class,JM-15865,John Murray,Consumer,United states,Jamestown,New york,14701,East,TEC-PH-10002885,Technology,Technology,Apple iPhone 5,4548.81,7,0.00,1228.18,4
2494,CA-2013-146206,2013-09-11,2013-09-15,Second class,KT-16480,Kean Thornton,Consumer,United states,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Furniture,KI Adjustable-Height Table,300.93,5,0.30,-34.39,4
2495,CA-2013-146206,2013-09-11,2013-09-15,Second class,KT-16480,Kean Thornton,Consumer,United states,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Technology,Polycom VVX 310 VoIP phone,719.96,5,0.20,54.00,4
2496,CA-2011-136644,2011-06-16,2011-06-22,Standard class,SC-20575,Sonia Cooley,Consumer,United states,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Furniture,"Global Geo Office Task Chair, Gray",647.84,8,0.00,32.39,6
2497,CA-2012-122371,2012-09-26,2012-10-01,Standard class,BS-11800,Bryan Spruell,Home office,United states,San diego,California,92037,West,OFF-ST-10002370,Office supplies,Office supplies,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,0.00,18.61,5
2498,CA-2012-122371,2012-09-26,2012-10-01,Standard class,BS-11800,Bryan Spruell,Home office,United states,San diego,California,92037,West,OFF-EN-10000056,Office supplies,Office supplies,Cameo Buff Policy Envelopes,124.46,2,0.00,58.50,5
2499,CA-2013-126935,2013-05-20,2013-05-25,Standard class,BT-11395,Bill Tyler,Corporate,United states,San francisco,California,94109,West,OFF-BI-10004817,Office supplies,Office supplies,GBC Personal VeloBind Strips,9.58,1,0.20,3.35,5
2500,US-2014-133781,2014-06-23,2014-06-24,First class,DC-12850,Dan Campbell,Consumer,United states,Miami,Florida,33178,South,OFF-EN-10004483,Office supplies,Office supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.61,3,0.20,12.69,1
2501,CA-2014-131618,2014-06-18,2014-06-21,First class,LS-17200,Luke Schmidt,Corporate,United states,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office supplies,Office supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.22,2,0.20,4.43,3
2502,CA-2014-131618,2014-06-18,2014-06-21,First class,LS-17200,Luke Schmidt,Corporate,United states,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office supplies,Office supplies,Avery Durable Binders,2.30,4,0.80,-3.57,3
2503,CA-2014-131618,2014-06-18,2014-06-21,First class,LS-17200,Luke Schmidt,Corporate,United states,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office supplies,Office supplies,Fellowes Binding Cases,9.36,4,0.80,-16.38,3
2504,CA-2013-149482,2013-11-15,2013-11-20,Standard class,RR-19315,Ralph Ritter,Consumer,United states,San francisco,California,94110,West,OFF-LA-10000248,Office supplies,Office supplies,Avery 52,7.38,2,0.00,3.47,5
2505,CA-2011-143917,2011-07-25,2011-07-27,Second class,KL-16645,Ken Lonsdale,Consumer,United states,San francisco,California,94122,West,OFF-ST-10001228,Office supplies,Office supplies,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.00,15.04,2
2506,CA-2011-143917,2011-07-25,2011-07-27,Second class,KL-16645,Ken Lonsdale,Consumer,United states,San francisco,California,94122,West,OFF-SU-10000151,Office supplies,Office supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.00,327.51,2
2507,CA-2011-143917,2011-07-25,2011-07-27,Second class,KL-16645,Ken Lonsdale,Consumer,United states,San francisco,California,94122,West,FUR-FU-10004351,Furniture,Furniture,Staples,77.92,8,0.00,34.28,2
2508,CA-2012-120397,2012-07-02,2012-07-02,Same day,RB-19435,Richard Bierner,Consumer,United states,Houston,Texas,77070,Central,OFF-AP-10001293,Office supplies,Office supplies,Belkin 8 Outlet Surge Protector,32.78,4,0.80,-85.24,0
2509,CA-2014-163902,2014-03-03,2014-03-09,Standard class,MY-17380,Maribeth Yedwab,Corporate,United states,Los angeles,California,90045,West,TEC-PH-10000675,Technology,Technology,Panasonic KX TS3282B Corded phone,196.78,3,0.20,14.76,6
